member_id,member_age,membership_tenure_years,annual_contribution_amount,super_balance,investment_return_percent,withdrawal_frequency_per_year,portal_login_frequency,customer_support_calls,insurance_opt_in,investment_plan_type,employer_category,mobile_app_usage,financial_adviser_interaction,risk_profile,churn
MSA100242,62,3,36451.1,444082.43,16.91,8,47,4,Yes,Conservative,Corporate,Low,6,Medium Risk,0
MSA100243,69,19,30279.54,3441147.05,-3.99,5,33,3,No,High Growth,Government,Medium,8,Medium Risk,0
MSA100244,68,20,10504.09,2486306.71,-0.77,3,38,0,Yes,Conservative,Corporate,Low,5,Medium Risk,0
MSA100245,47,7,20647.42,960516.39,-1.43,6,25,3,Yes,Balanced,SME,Medium,1,High Risk,0
MSA100246,69,20,18301.64,4725446.05,-0.86,10,26,3,No,Conservative,SME,High,5,Medium Risk,0
MSA100247,30,9,28756.47,4988189.88,10.04,6,13,9,Yes,Balanced,Government,High,7,Medium Risk,0
MSA100248,40,1,30856.52,4340538.09,18.62,1,59,3,No,Growth,Government,Medium,5,Medium Risk,0
MSA100249,57,8,17193.32,4415531.09,-0.12,2,28,0,Yes,Conservative,Private,Medium,8,Medium Risk,0
MSA100250,54,7,34234.76,688009.82,2.23,10,33,8,No,Growth,Private,High,3,Medium Risk,0
MSA100251,52,18,18043.0,5044124.54,13.13,2,37,13,No,Growth,Corporate,Medium,2,Medium Risk,0
MSA100252,60,8,41367.62,2279483.37,2.97,1,41,2,No,Balanced,Corporate,Medium,4,Medium Risk,0
MSA100253,59,1,39055.93,969198.52,17.78,4,30,12,Yes,Conservative,Government,Low,2,Medium Risk,1
MSA100254,71,11,13806.05,4293202.55,5.1,10,57,3,Yes,High Growth,Corporate,High,1,Low Risk,0
MSA100255,64,18,19472.79,1328343.3,0.43,4,49,4,Yes,Conservative,Self Employed,High,1,Medium Risk,0
MSA100256,36,23,21034.06,2850574.84,19.15,5,48,12,Yes,High Growth,SME,Medium,3,Medium Risk,0
MSA100257,45,10,26576.42,732469.52,2.77,7,8,12,Yes,Growth,Corporate,Medium,2,Low Risk,0
MSA100258,55,3,30368.14,2473076.33,-3.06,1,49,6,No,Growth,Corporate,Medium,8,Medium Risk,0
MSA100259,31,7,39401.6,3024020.39,-4.67,9,47,5,Yes,Balanced,Private,High,6,Medium Risk,0
MSA100260,30,16,30097.74,2267959.6,19.86,6,56,4,No,High Growth,Self Employed,Low,5,Low Risk,0
MSA100261,41,16,23118.08,476088.78,12.59,5,1,7,No,Conservative,Corporate,High,9,Medium Risk,0
MSA100262,34,20,20374.34,2589412.2,2.26,9,12,13,Yes,Balanced,SME,Low,7,High Risk,0
MSA100263,66,17,34649.63,2397939.08,14.79,10,5,0,No,Balanced,Corporate,Medium,8,Medium Risk,0
MSA100264,61,2,15246.86,1355832.37,6.4,5,24,6,No,Balanced,Government,High,2,Low Risk,0
MSA100265,38,1,33522.24,4844620.92,-0.48,3,6,11,Yes,Conservative,Self Employed,Low,9,Medium Risk,1
MSA100266,70,16,18411.88,2123726.05,12.3,8,25,5,Yes,Balanced,Corporate,High,6,Low Risk,0
MSA100267,64,12,16521.44,4387006.19,12.38,5,1,10,Yes,Conservative,Self Employed,Low,8,Medium Risk,1
MSA100268,48,5,8455.16,614978.96,5.01,9,25,4,Yes,Balanced,Corporate,Low,0,Medium Risk,0
MSA100269,45,5,36121.27,1689376.56,-8.65,10,1,6,Yes,High Growth,SME,High,9,High Risk,0
MSA100270,32,23,12505.47,995171.73,-7.69,2,32,2,Yes,Growth,SME,Medium,8,Medium Risk,0
MSA100271,49,9,32981.13,2180096.4,13.66,10,42,0,No,High Growth,Self Employed,High,6,High Risk,0
MSA100272,53,9,28457.83,733452.6,14.7,4,42,8,No,High Growth,Private,Medium,9,Medium Risk,0
MSA100273,62,3,33749.72,2267209.29,10.35,7,3,1,Yes,Balanced,Private,Low,3,Medium Risk,0
MSA100274,53,19,24332.24,1949350.18,15.17,1,49,12,No,High Growth,Government,Low,5,Low Risk,0
MSA100275,40,16,17836.4,1168855.48,11.58,9,19,9,Yes,High Growth,Private,High,5,Low Risk,0
MSA100276,37,16,32064.66,3452042.09,16.91,7,43,14,Yes,High Growth,Self Employed,High,5,Medium Risk,0
MSA100277,65,3,22485.19,4864138.87,-5.49,7,29,2,No,Balanced,Private,Medium,1,High Risk,0
MSA100278,67,20,20664.84,1129078.69,1.63,9,50,7,No,Conservative,Government,Medium,4,Medium Risk,0
MSA100279,69,24,14879.38,3760464.66,3.92,6,2,11,No,Growth,Corporate,High,6,Low Risk,0
MSA100280,49,22,33848.04,3789886.4,-1.07,5,9,9,No,Growth,Private,Medium,5,Medium Risk,1
MSA100281,64,24,39722.19,2678968.56,11.76,9,56,8,No,Conservative,Self Employed,Medium,2,Medium Risk,0
MSA100282,54,1,24721.03,4724637.31,17.37,8,17,12,Yes,Conservative,Self Employed,High,4,Medium Risk,0
MSA100283,64,24,23475.54,4926704.83,2.37,10,46,2,Yes,High Growth,Government,High,7,High Risk,0
MSA100284,54,20,37433.12,2085282.94,18.25,9,36,5,Yes,Growth,Government,Low,4,Medium Risk,0
MSA100285,58,11,16292.89,3470151.83,5.5,4,17,6,No,Conservative,SME,Low,9,Medium Risk,0
MSA100286,47,17,31477.21,3573524.46,5.68,5,49,14,Yes,High Growth,SME,High,2,Medium Risk,0
MSA100287,47,8,12366.77,2270503.85,8.01,3,12,0,Yes,Growth,SME,Low,8,High Risk,0
MSA100288,31,4,40439.85,1741537.82,-1.95,7,20,13,Yes,Balanced,Corporate,Medium,2,High Risk,0
MSA100289,64,6,32448.09,4764925.78,1.5,4,50,6,Yes,Balanced,Self Employed,High,1,Low Risk,0
MSA100290,45,8,29278.03,4185039.67,6.6,8,3,3,Yes,Growth,SME,Low,5,Low Risk,0
MSA100291,70,20,34370.87,741643.6,18.26,2,43,4,Yes,Growth,Self Employed,High,7,Medium Risk,0
MSA100292,65,3,21993.92,687574.15,9.28,2,57,7,Yes,Balanced,Government,Low,5,Low Risk,0
MSA100293,62,16,24648.06,4704514.71,-0.01,3,50,3,No,Balanced,Corporate,High,0,Medium Risk,0
MSA100294,33,3,10878.67,609748.34,-9.69,2,4,14,Yes,Growth,Government,Medium,7,High Risk,1
MSA100295,62,18,26344.03,3636227.66,19.45,7,17,3,No,High Growth,Self Employed,Low,0,Medium Risk,0
MSA100296,43,14,34998.35,1400596.32,4.79,2,50,7,Yes,Conservative,SME,High,8,Medium Risk,0
MSA100297,50,18,36695.82,280827.45,18.15,2,37,14,Yes,Conservative,Government,Medium,7,Low Risk,0
MSA100298,49,2,24091.75,535187.85,6.48,1,46,4,No,Growth,Private,Low,5,Low Risk,0
MSA100299,37,22,19046.46,1939384.41,8.16,8,42,12,No,Conservative,Corporate,Low,1,High Risk,0
MSA100300,36,3,15040.7,626597.84,11.36,8,15,5,No,Balanced,Self Employed,High,8,High Risk,0
MSA100301,32,16,25897.11,3042121.04,-0.37,2,33,11,No,Balanced,SME,Medium,7,Medium Risk,0
MSA100302,46,9,13847.21,3336921.83,10.97,8,16,10,No,Conservative,Government,High,3,Medium Risk,0
MSA100303,62,4,16740.67,2010419.43,5.8,5,11,13,No,Growth,Corporate,Low,1,Medium Risk,0
MSA100304,41,1,28852.26,3859289.47,10.17,3,55,4,No,Balanced,SME,High,5,Medium Risk,0
MSA100305,51,4,29368.67,2682029.47,15.07,7,20,0,No,High Growth,Government,High,0,Low Risk,0
MSA100306,51,1,32919.66,2387718.09,-4.47,3,38,6,Yes,High Growth,Self Employed,Medium,6,Medium Risk,0
MSA100307,59,14,18341.85,2232053.04,8.41,8,24,5,No,Balanced,Private,Medium,0,High Risk,0
MSA100308,67,21,38119.27,2245093.11,-8.44,1,54,1,No,Balanced,Private,Low,5,Medium Risk,0
MSA100309,67,16,26507.24,4990276.87,-6.94,10,16,10,Yes,Conservative,Self Employed,Medium,4,Medium Risk,0
MSA100310,74,20,28475.52,3460116.95,10.24,2,30,6,Yes,Growth,Corporate,High,9,Medium Risk,0
MSA100311,37,24,17938.44,1826531.74,-7.87,6,34,5,Yes,Conservative,Self Employed,Low,2,High Risk,0
MSA100312,56,8,31948.99,3793985.36,7.86,9,1,4,No,Growth,Government,Medium,5,Medium Risk,0
MSA100313,56,7,20902.6,1916728.57,-3.4,1,24,7,Yes,High Growth,Corporate,High,3,Medium Risk,0
MSA100314,63,3,26932.19,698124.79,-0.88,5,24,4,Yes,High Growth,Private,High,5,Low Risk,0
MSA100315,50,17,27184.56,2629472.77,-6.11,4,9,10,Yes,Growth,Government,Low,3,Medium Risk,1
MSA100316,59,1,32573.61,3970183.1,-2.54,6,22,1,Yes,Conservative,SME,Low,0,Medium Risk,1
MSA100317,62,16,11940.84,2111136.56,14.64,3,12,5,Yes,Balanced,SME,Medium,4,Medium Risk,0
MSA100318,57,12,35301.61,4514815.0,9.17,2,17,13,Yes,Growth,SME,Medium,7,High Risk,0
MSA100319,62,19,16402.28,2207479.89,18.49,7,25,11,Yes,Conservative,Private,Medium,5,Medium Risk,0
MSA100320,34,22,42610.09,1928538.18,-8.54,5,28,0,Yes,High Growth,Self Employed,Medium,9,Medium Risk,0
MSA100321,48,23,39624.42,5065751.37,13.77,7,15,4,Yes,Balanced,Corporate,Low,8,Low Risk,0
MSA100322,33,22,22733.38,2536345.51,10.97,3,30,13,Yes,High Growth,Private,High,3,High Risk,0
MSA100323,64,14,39323.74,4191103.99,-2.17,4,51,5,No,Growth,Government,High,9,High Risk,0
MSA100324,46,6,18424.37,4182719.88,11.88,6,27,14,Yes,High Growth,Government,Medium,8,Medium Risk,0
MSA100325,73,6,22656.74,4775979.22,11.5,6,22,6,No,High Growth,SME,Low,7,Medium Risk,0
MSA100326,57,13,30745.32,634261.52,3.78,4,10,13,Yes,Growth,Corporate,Medium,2,Low Risk,0
MSA100327,59,19,28904.45,1479558.37,10.66,4,58,1,Yes,Balanced,SME,Medium,5,Medium Risk,0
MSA100328,58,22,28773.39,3978429.05,3.34,3,31,0,No,Growth,Government,Low,3,Medium Risk,0
MSA100329,35,8,27067.56,2998054.39,0.07,3,27,5,Yes,Conservative,Government,High,0,Low Risk,0
MSA100330,64,2,26938.93,2957042.96,3.99,4,12,2,No,Growth,Self Employed,High,8,Medium Risk,0
MSA100331,70,21,41196.74,1057190.74,16.85,3,46,4,Yes,Growth,Self Employed,Medium,3,Medium Risk,0
MSA100332,66,1,11365.93,1530495.42,1.54,7,31,11,No,Balanced,Self Employed,Low,4,Medium Risk,1
MSA100333,53,15,15254.32,2732473.72,2.11,6,32,14,Yes,Conservative,SME,High,2,Medium Risk,0
MSA100334,58,1,26121.94,1642704.76,8.25,4,32,10,Yes,High Growth,Corporate,High,3,Medium Risk,0
MSA100335,60,5,28701.99,1179207.82,12.59,4,41,12,Yes,High Growth,Self Employed,Low,8,Low Risk,0
MSA100336,64,16,24609.8,672031.48,12.04,3,59,14,Yes,High Growth,Private,Low,6,Medium Risk,0
MSA100337,62,19,24057.81,883756.76,-9.41,6,45,1,No,High Growth,Self Employed,High,7,Medium Risk,0
MSA100338,50,4,18290.38,3863532.42,10.62,9,35,14,Yes,Balanced,SME,Medium,2,Medium Risk,0
MSA100339,61,3,25806.42,3816806.94,3.52,7,53,0,No,Conservative,Corporate,Medium,2,Medium Risk,0
MSA100340,52,17,33505.63,323901.74,5.72,8,46,0,No,Balanced,Self Employed,High,6,Low Risk,0
MSA100341,62,17,11892.27,1299245.22,6.85,9,21,12,No,Growth,Corporate,Medium,7,Medium Risk,0
MSA100342,32,12,36208.2,3061512.97,11.95,4,10,10,Yes,Conservative,Private,Medium,4,Low Risk,0
MSA100343,47,14,34246.16,1751515.83,14.94,2,16,3,Yes,Conservative,Government,Low,0,Medium Risk,0
MSA100344,54,21,34709.49,4212549.53,9.39,7,7,9,No,High Growth,Corporate,Low,2,Medium Risk,1
MSA100345,71,6,29700.77,3969439.07,6.92,3,4,12,No,High Growth,Self Employed,Low,4,Medium Risk,1
MSA100346,60,3,24179.87,4480154.76,1.21,6,27,1,No,High Growth,SME,Medium,2,High Risk,0
MSA100347,32,9,15569.43,2955277.6,-5.86,8,52,0,Yes,High Growth,SME,Low,0,High Risk,0
MSA100348,69,5,22488.14,1882870.58,18.76,8,55,5,Yes,Growth,SME,Low,6,Medium Risk,0
MSA100349,53,24,25529.14,3145899.25,3.86,4,25,13,No,High Growth,SME,High,0,Low Risk,0
MSA100350,61,17,31319.44,584596.56,6.99,6,31,3,Yes,Balanced,Corporate,Low,9,Medium Risk,0
MSA100351,51,14,31845.55,228987.79,12.53,7,11,9,No,Conservative,SME,High,5,Low Risk,0
MSA100352,52,21,39409.7,317446.92,-7.95,8,48,12,Yes,Growth,Government,Medium,5,Medium Risk,0
MSA100353,31,3,21384.72,2177161.54,15.65,8,20,11,Yes,Growth,Private,Low,6,Medium Risk,0
MSA100354,56,1,29576.0,1414014.09,13.91,10,36,14,Yes,Conservative,Corporate,High,0,Medium Risk,0
MSA100355,71,20,27909.37,922562.64,13.23,1,54,6,Yes,Conservative,Corporate,High,2,Low Risk,0
MSA100356,31,21,29939.66,3119693.78,-9.34,5,54,10,Yes,Conservative,SME,High,8,Medium Risk,0
MSA100357,55,23,29283.67,5035764.46,5.8,3,55,5,No,Growth,SME,Medium,1,Medium Risk,0
MSA100358,46,1,37015.48,1008826.36,-8.37,2,17,4,No,Balanced,Corporate,Low,4,Medium Risk,1
MSA100359,69,3,21658.0,2828988.05,6.53,9,45,9,Yes,Balanced,SME,Medium,2,Low Risk,0
MSA100360,62,18,29915.28,684696.19,11.55,10,11,11,No,Conservative,SME,High,4,Medium Risk,0
MSA100361,38,10,40918.81,4896864.38,-6.34,3,30,12,No,Growth,SME,Medium,6,Medium Risk,0
MSA100362,72,22,30399.87,1701311.08,10.85,1,35,11,Yes,High Growth,SME,Medium,0,Medium Risk,0
MSA100363,68,3,18292.2,4510291.11,3.49,3,41,11,Yes,Growth,SME,High,2,Medium Risk,0
MSA100364,58,8,39048.19,1613927.37,14.35,9,38,11,Yes,Conservative,Self Employed,Low,5,High Risk,0
MSA100365,71,14,38086.25,4060157.78,6.01,4,22,1,Yes,Growth,Self Employed,Low,6,Medium Risk,0
MSA100366,55,24,22765.31,1160958.6,0.08,2,53,4,Yes,Growth,Self Employed,Medium,9,Low Risk,0
MSA100367,64,18,13184.94,1746818.68,-0.04,1,43,8,No,Growth,Corporate,Low,2,Low Risk,0
MSA100368,54,15,20202.93,1114224.06,16.92,5,48,8,Yes,High Growth,Private,High,3,High Risk,0
MSA100369,53,22,19536.98,1392561.4,3.59,9,51,1,Yes,Conservative,Corporate,Low,5,Medium Risk,0
MSA100370,42,23,23242.22,4424409.49,2.17,4,27,6,No,Conservative,Self Employed,Medium,4,Medium Risk,0
MSA100371,36,2,42459.46,3237613.86,-8.8,5,37,9,No,Conservative,Corporate,High,8,Medium Risk,1
MSA100372,65,10,17817.43,2067785.36,0.93,2,46,13,No,Balanced,Private,High,0,Low Risk,0
MSA100373,74,2,28098.18,4955584.08,15.49,5,49,3,Yes,Balanced,SME,High,4,Medium Risk,0
MSA100374,49,17,40903.28,2474948.56,12.83,7,35,12,Yes,Conservative,Government,Medium,0,Medium Risk,0
MSA100375,30,8,19738.37,4948433.86,-3.37,3,4,12,Yes,Growth,Self Employed,Medium,7,Low Risk,1
MSA100376,37,1,30855.29,1143365.27,2.39,4,16,2,Yes,Growth,Self Employed,Low,6,High Risk,0
MSA100377,45,9,27528.37,4706324.21,-4.1,9,16,10,No,Conservative,Private,Medium,4,Medium Risk,0
MSA100378,43,11,27438.44,357548.91,18.63,1,21,0,Yes,High Growth,SME,High,5,Medium Risk,0
MSA100379,41,22,15514.17,2859636.85,7.94,7,26,2,Yes,High Growth,SME,Medium,3,Low Risk,0
MSA100380,52,16,31594.02,2382487.35,12.63,5,57,10,No,Growth,Government,Medium,8,Medium Risk,0
MSA100381,44,7,9335.42,2790885.84,11.41,4,36,8,Yes,Growth,SME,Low,2,Medium Risk,0
MSA100382,57,10,30309.45,2887797.92,16.21,7,19,13,No,Balanced,Private,High,1,Medium Risk,0
MSA100383,63,23,22277.51,2076569.2,18.48,9,58,14,Yes,High Growth,SME,Low,6,Low Risk,0
MSA100384,31,3,32578.6,5204965.34,-9.03,6,17,8,Yes,Growth,Private,Low,1,Medium Risk,0
MSA100385,61,18,23825.42,4897127.59,19.26,1,45,6,Yes,Growth,Self Employed,Low,5,Medium Risk,0
MSA100386,52,24,15203.78,4934527.61,16.12,5,26,2,Yes,Conservative,Self Employed,High,7,Medium Risk,0
MSA100387,51,13,24525.16,5067307.98,1.49,5,22,12,No,Balanced,Self Employed,Low,2,High Risk,0
MSA100388,54,7,14781.88,4054910.37,15.11,6,55,2,Yes,High Growth,Corporate,High,2,Low Risk,0
MSA100389,51,4,33979.33,5079430.87,12.1,7,58,3,Yes,High Growth,Self Employed,Low,2,Low Risk,0
MSA100390,51,13,35679.69,4659829.12,13.79,1,56,6,Yes,Balanced,Private,Low,0,Medium Risk,0
MSA100391,71,20,27089.27,2347766.55,-3.38,6,28,6,Yes,Growth,Government,High,8,Medium Risk,0
MSA100392,35,1,19626.78,4161263.69,9.46,6,1,11,Yes,High Growth,SME,Medium,4,Medium Risk,1
MSA100393,44,8,31262.26,4597410.83,-9.22,4,44,11,No,High Growth,Self Employed,Low,8,Medium Risk,1
MSA100394,72,14,34608.86,3815183.06,15.45,7,36,13,Yes,High Growth,Corporate,Medium,4,Medium Risk,0
MSA100395,66,16,33345.0,2351111.59,18.53,3,43,1,Yes,Conservative,Corporate,Low,6,Low Risk,0
MSA100396,62,14,22270.06,552296.7,9.86,4,37,11,Yes,Balanced,Private,Medium,0,Low Risk,0
MSA100397,37,12,21678.59,4074331.84,5.38,10,2,14,No,High Growth,Government,Medium,8,Medium Risk,0
MSA100398,73,19,31428.9,4790254.22,11.77,4,17,4,No,Balanced,Self Employed,Medium,0,Low Risk,0
MSA100399,73,23,15366.0,1979753.14,-0.21,4,40,6,No,Growth,Self Employed,Medium,3,Medium Risk,0
MSA100400,34,15,20372.8,1027260.95,8.79,6,38,6,Yes,Balanced,Corporate,Medium,6,Medium Risk,0
MSA100401,68,2,26140.32,1870713.01,11.57,10,21,5,Yes,Conservative,Private,High,8,Medium Risk,0
MSA100402,33,2,32807.03,2996084.67,-5.72,10,9,9,Yes,Conservative,Corporate,Medium,0,Medium Risk,1
MSA100403,35,23,37838.78,1708133.57,-5.8,6,13,9,Yes,Balanced,Corporate,High,5,Medium Risk,0
MSA100404,74,22,28016.15,3192500.71,11.48,1,11,11,No,Conservative,Government,Low,9,Medium Risk,0
MSA100405,61,19,26657.68,4921648.55,2.95,9,16,7,Yes,High Growth,Private,High,4,Medium Risk,0
MSA100406,59,22,25347.74,3511158.74,16.68,6,16,2,Yes,Conservative,Government,Medium,2,Medium Risk,0
MSA100407,64,22,43702.24,2087637.86,-0.64,4,59,14,Yes,Growth,Private,High,9,Low Risk,0
MSA100408,69,17,33701.48,4715310.21,-8.73,8,2,0,Yes,Balanced,Self Employed,Medium,1,Medium Risk,0
MSA100409,45,20,33281.45,2876567.58,9.5,5,42,2,Yes,Balanced,SME,High,0,Medium Risk,0
MSA100410,42,10,39678.06,804864.37,10.53,1,44,10,Yes,Growth,SME,Low,1,Low Risk,0
MSA100411,71,6,27525.71,2565825.98,6.61,8,8,1,Yes,Growth,Private,Medium,3,Medium Risk,0
MSA100412,59,15,37598.01,3418036.4,10.5,6,43,1,Yes,Growth,SME,Medium,5,Medium Risk,0
MSA100413,48,22,20051.03,4275460.11,5.71,4,42,13,No,Growth,Corporate,High,4,Medium Risk,0
MSA100414,46,11,25022.55,4713381.09,10.78,3,13,13,No,High Growth,Self Employed,High,3,Low Risk,0
MSA100415,48,5,30904.77,1651703.86,-8.68,6,57,1,No,Conservative,Self Employed,High,7,Medium Risk,0
MSA100416,57,1,20517.69,924263.2,1.05,3,17,4,Yes,Conservative,SME,High,6,Medium Risk,0
MSA100417,55,8,10014.51,546534.78,-3.68,4,39,12,No,High Growth,Private,High,3,Low Risk,0
MSA100418,66,21,26247.89,3915087.28,-7.02,7,24,0,No,Growth,Corporate,Medium,9,Medium Risk,0
MSA100419,55,12,29500.33,4103731.35,-2.98,9,3,9,No,Balanced,Private,Low,4,Medium Risk,1
MSA100420,52,12,31244.46,2192956.98,-4.26,6,30,3,Yes,Balanced,SME,High,9,Medium Risk,0
MSA100421,38,5,23183.67,2146737.77,19.19,8,52,13,Yes,Balanced,Self Employed,Medium,4,Medium Risk,0
MSA100422,41,7,16638.81,4797119.31,-1.4,8,13,9,Yes,Growth,Self Employed,Low,2,High Risk,1
MSA100423,30,4,19865.86,4716349.56,-3.07,7,19,4,No,High Growth,Private,Low,8,Medium Risk,0
MSA100424,30,6,21435.67,1287026.21,15.05,3,7,1,No,High Growth,Government,High,4,Low Risk,0
MSA100425,63,13,8926.56,3957332.86,2.57,9,9,4,Yes,High Growth,Private,Medium,9,High Risk,0
MSA100426,61,20,30188.88,3206717.96,2.64,5,19,9,No,Conservative,Government,Medium,1,Low Risk,0
MSA100427,54,15,21949.02,933336.56,3.31,1,45,14,No,Conservative,Private,Medium,3,Medium Risk,0
MSA100428,69,3,28776.47,1954517.68,2.5,3,54,3,No,Conservative,Government,Medium,3,Medium Risk,0
MSA100429,74,23,38036.35,975441.06,-0.2,8,40,7,Yes,Conservative,Government,Medium,4,Low Risk,0
MSA100430,30,8,26627.83,1576676.39,-1.41,2,22,0,Yes,Balanced,Government,Low,7,Low Risk,0
MSA100431,45,20,20024.93,3208162.82,16.46,2,18,14,No,Balanced,Government,Low,4,Low Risk,0
MSA100432,68,16,21300.51,2022498.08,-5.15,7,23,11,No,High Growth,Corporate,Low,0,Medium Risk,1
MSA100433,34,13,38887.1,2125569.62,-4.57,9,2,4,Yes,Conservative,Government,Medium,1,High Risk,0
MSA100434,51,18,24800.9,2925469.1,7.15,7,50,13,Yes,High Growth,Government,Low,2,Medium Risk,0
MSA100435,58,10,39296.09,577945.49,0.31,3,50,13,Yes,Growth,Self Employed,Low,2,Low Risk,0
MSA100436,32,19,36059.7,3816280.58,2.65,1,11,10,Yes,Conservative,Corporate,High,9,Medium Risk,0
MSA100437,41,17,31972.19,2272423.19,14.2,7,31,11,Yes,Conservative,Government,Low,5,Low Risk,0
MSA100438,55,24,31786.9,2535291.59,17.11,1,33,9,Yes,High Growth,SME,High,8,Low Risk,0
MSA100439,45,19,28778.82,4955310.66,13.72,7,14,0,Yes,High Growth,Corporate,Medium,9,High Risk,0
MSA100440,66,23,27018.48,1846320.1,-2.95,3,16,9,Yes,Growth,Self Employed,Medium,0,Medium Risk,0
MSA100441,51,5,42362.76,3425854.73,19.4,9,11,9,No,High Growth,Private,Medium,5,Medium Risk,0
MSA100442,58,21,30151.75,2168353.37,0.9,5,33,3,Yes,Conservative,Self Employed,Medium,8,Medium Risk,0
MSA100443,43,23,11815.07,4648690.46,-4.93,3,7,7,Yes,Balanced,Self Employed,Low,3,Low Risk,1
MSA100444,57,9,26964.64,4343395.52,4.98,9,31,0,No,Growth,Corporate,High,9,Medium Risk,0
MSA100445,34,12,33645.43,1311822.15,11.76,3,48,10,Yes,Growth,Corporate,Medium,2,Medium Risk,0
MSA100446,59,21,37211.03,3550257.28,-7.5,4,46,14,Yes,Conservative,SME,Medium,5,Low Risk,0
MSA100447,34,1,31844.49,581263.38,9.03,9,47,1,Yes,Balanced,SME,High,5,Medium Risk,0
MSA100448,41,1,19099.26,4912393.68,15.74,4,14,0,Yes,High Growth,Corporate,High,1,Low Risk,0
MSA100449,45,15,33740.42,1953960.03,-2.15,5,28,10,Yes,High Growth,Corporate,High,4,High Risk,0
MSA100450,55,2,38535.87,4319516.72,10.79,4,53,6,No,Balanced,Corporate,High,0,Low Risk,0
MSA100451,55,22,33095.02,1677250.26,2.0,2,43,1,Yes,Balanced,Private,High,8,Medium Risk,0
MSA100452,50,16,24774.2,3290092.17,2.42,1,16,0,Yes,Conservative,Self Employed,Low,8,Low Risk,0
MSA100453,68,8,18796.97,4939113.42,-1.58,8,19,14,No,High Growth,SME,High,2,Low Risk,0
MSA100454,65,13,35178.28,4529474.82,8.73,7,17,11,No,Conservative,SME,Low,4,Medium Risk,0
MSA100455,62,21,14406.54,980589.25,0.83,4,59,5,Yes,High Growth,Government,High,2,Medium Risk,0
MSA100456,59,1,19739.33,2862560.74,14.93,4,26,5,No,High Growth,Private,High,6,Low Risk,0
MSA100457,66,16,37555.62,1927032.32,18.89,10,6,9,Yes,Balanced,Corporate,Medium,0,Medium Risk,0
MSA100458,52,7,18672.44,2343046.32,18.05,10,43,1,No,Conservative,Corporate,Medium,4,Medium Risk,0
MSA100459,39,5,22411.45,1948765.49,-5.11,5,49,14,No,Balanced,Private,Medium,5,Medium Risk,0
MSA100460,34,22,21790.98,1909478.28,-9.57,8,9,0,Yes,Conservative,SME,Medium,6,Medium Risk,0
MSA100461,65,23,28712.38,2929807.56,3.15,8,50,13,No,High Growth,Corporate,Medium,2,High Risk,0
MSA100462,63,3,28296.61,1134747.85,11.87,4,17,9,Yes,Growth,Government,Medium,6,Medium Risk,0
MSA100463,60,12,18646.31,2884702.35,19.32,2,31,2,Yes,Growth,SME,High,3,Medium Risk,0
MSA100464,39,16,17073.57,1557526.91,13.5,2,12,9,No,Conservative,Self Employed,High,9,Low Risk,0
MSA100465,48,19,25654.12,1510628.38,7.42,9,23,13,No,Conservative,Private,Medium,5,Low Risk,0
MSA100466,61,5,42410.04,3860592.74,-9.21,8,54,4,Yes,Balanced,SME,Medium,4,High Risk,0
MSA100467,30,22,22667.84,288996.34,14.77,7,54,5,No,High Growth,Self Employed,Medium,3,Low Risk,0
MSA100468,34,14,20606.12,2155520.53,-4.69,2,5,2,Yes,Growth,Government,High,5,High Risk,0
MSA100469,74,5,27879.59,2111914.18,-8.33,7,43,8,Yes,Balanced,Private,Medium,2,Medium Risk,0
MSA100470,33,15,41222.4,2468421.19,15.51,8,36,10,No,Conservative,Corporate,Medium,2,High Risk,0
MSA100471,45,17,19942.63,3586807.57,6.99,9,59,4,Yes,High Growth,Corporate,High,4,Medium Risk,0
MSA100472,53,14,25783.7,1949875.57,-6.14,1,36,12,No,Balanced,Self Employed,High,4,High Risk,0
MSA100473,45,20,20518.11,1150661.67,1.6,7,3,1,No,Balanced,SME,Low,8,Low Risk,0
MSA100474,31,5,19251.25,4643846.56,-7.43,1,58,9,No,Conservative,Government,Medium,3,Medium Risk,0
MSA100475,57,12,38207.77,4914458.2,9.14,7,24,5,Yes,High Growth,Self Employed,High,4,Medium Risk,0
MSA100476,61,16,26741.95,199052.73,-1.53,7,55,11,Yes,Growth,Government,Low,8,Medium Risk,1
MSA100477,56,16,30243.19,2804125.91,15.98,2,57,7,Yes,Balanced,Government,High,3,Low Risk,0
MSA100478,49,21,15744.08,1939144.78,0.73,8,17,10,No,Conservative,Government,Low,2,Medium Risk,0
MSA100479,53,7,18546.57,1469256.4,4.84,2,39,5,No,Balanced,Private,Low,6,Medium Risk,0
MSA100480,41,4,21233.82,1903781.63,-8.09,8,26,3,Yes,Conservative,Self Employed,Medium,6,High Risk,0
MSA100481,64,1,33977.27,3396147.89,-1.73,3,4,5,Yes,Conservative,Private,Medium,7,Low Risk,1
MSA100482,62,5,11687.24,1179432.25,10.3,7,55,7,Yes,Conservative,SME,Low,3,Medium Risk,0
MSA100483,62,23,8857.92,4679024.52,12.09,9,45,7,No,High Growth,SME,Medium,3,Low Risk,0
MSA100484,72,10,10598.0,2552680.9,-2.72,4,12,12,No,Growth,Corporate,High,8,Medium Risk,0
MSA100485,66,22,34490.5,1682109.32,5.11,6,1,9,Yes,High Growth,Corporate,High,9,Low Risk,0
